PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"2233574","Single-exposure dual-energy computed radiography","Stewart BK, Huang HK.","Med Phys. 1990 Sep-Oct;17(5):866-75. doi: 10.1118/1.596479.","Stewart BK","Med Phys","1990","1990/09/01","","","10.1118/1.596479"
"2233573","Computerized detection of pulmonary nodules in digital chest images: use of morphological filters in reducing false-positive detections","Giger ML, Ahn N, Doi K, MacMahon H, Metz CE.","Med Phys. 1990 Sep-Oct;17(5):861-5. doi: 10.1118/1.596478.","Giger ML","Med Phys","1990","1990/09/01","","","10.1118/1.596478"
"2233572","Hyperthermia system combined with a magnetic resonance imaging unit","Delannoy J, LeBihan D, Hoult DI, Levin RL.","Med Phys. 1990 Sep-Oct;17(5):855-60. doi: 10.1118/1.596477.","Delannoy J","Med Phys","1990","1990/09/01","","","10.1118/1.596477"
"2233571","Line and slice selection for moving spins","Aaron R, Shiffman CA.","Med Phys. 1990 Sep-Oct;17(5):847-54. doi: 10.1118/1.596557.","Aaron R","Med Phys","1990","1990/09/01","","","10.1118/1.596557"
"2233570","Film dosimetry analyses on the effect of gold shielding for iodine-125 eye plaque therapy for choroidal melanoma","Wu A, Krasin F.","Med Phys. 1990 Sep-Oct;17(5):843-6. doi: 10.1118/1.596556.","Wu A","Med Phys","1990","1990/09/01","","","10.1118/1.596556"
"2233569","A dose computation model for 241Am vaginal applicators including the source-to-source shielding effects","Nath R, Park CH, King CR, Muench P.","Med Phys. 1990 Sep-Oct;17(5):833-42. doi: 10.1118/1.596587.","Nath R","Med Phys","1990","1990/09/01","","","10.1118/1.596587"
"2233568","Dose distribution of 125I sources in different tissues","Huang DY, Schell MC, Weaver KA, Ling CC.","Med Phys. 1990 Sep-Oct;17(5):826-32. doi: 10.1118/1.596476.","Huang DY","Med Phys","1990","1990/09/01","","","10.1118/1.596476"
"2233567","Dose rate determination for 125I seeds","Chiu-Tsao ST, Anderson LL, O'Brien K, Sanna R.","Med Phys. 1990 Sep-Oct;17(5):815-25. doi: 10.1118/1.596586.","Chiu-Tsao ST","Med Phys","1990","1990/09/01","","","10.1118/1.596586"
"2233566","On methods of inhomogeneity corrections for photon transport","Wong JW, Purdy JA.","Med Phys. 1990 Sep-Oct;17(5):807-14. doi: 10.1118/1.596555.","Wong JW","Med Phys","1990","1990/09/01","","","10.1118/1.596555"
"2233565","Anthropomorphic radiation therapy phantoms: a quantitative assessment of tissue substitutes","Kleck JH, Smathers JB, Holly FE, Myers LT.","Med Phys. 1990 Sep-Oct;17(5):800-6. doi: 10.1118/1.596552.","Kleck JH","Med Phys","1990","1990/09/01","","","10.1118/1.596552"
"2233564","Effect of tissue inhomogeneity on dose distribution of point sources of low-energy electrons","Kwok CS, Bialobzyski PJ, Yu SK, Prestwich WV.","Med Phys. 1990 Sep-Oct;17(5):786-93. doi: 10.1118/1.596554.","Kwok CS","Med Phys","1990","1990/09/01","","","10.1118/1.596554"
"2233563","Forward-directed bremsstrahlung of 10- to 30-MeV electrons incident on thick targets of Al and Pb","Faddegon BA, Ross CK, Rogers DW.","Med Phys. 1990 Sep-Oct;17(5):773-85. doi: 10.1118/1.596560.","Faddegon BA","Med Phys","1990","1990/09/01","","","10.1118/1.596560"
"2233562","Therapy imaging: a signal-to-noise analysis of a fluoroscopic imaging system for radiotherapy localization","Munro P, Rawlinson JA, Fenster A.","Med Phys. 1990 Sep-Oct;17(5):763-72. doi: 10.1118/1.596474.","Munro P","Med Phys","1990","1990/09/01","","","10.1118/1.596474"
"2233561","Random sampling for evaluating treatment plans","Niemierko A, Goitein M.","Med Phys. 1990 Sep-Oct;17(5):753-62. doi: 10.1118/1.596473.","Niemierko A","Med Phys","1990","1990/09/01","","","10.1118/1.596473"
"2122197","Doses on the central axes of narrow 6-MV x-ray beams","Bjärngard BE, Tsai JS, Rice RK.","Med Phys. 1990 Sep-Oct;17(5):794-9. doi: 10.1118/1.596475.","Bjärngard BE","Med Phys","1990","1990/09/01","","","10.1118/1.596475"
"2215419","Radiation leakage through electron applicators on Clinac-1800 accelerators","Perec A, Kubo H.","Med Phys. 1990 Jul-Aug;17(4):715-9. doi: 10.1118/1.596472.","Perec A","Med Phys","1990","1990/07/01","","","10.1118/1.596472"
"2215418","Evaluation of captive bolus applicators","Chou CK, McDougall JA, Chan KW, Luk KH.","Med Phys. 1990 Jul-Aug;17(4):705-9. doi: 10.1118/1.596470.","Chou CK","Med Phys","1990","1990/07/01","","","10.1118/1.596470"
"2215417","Light equalization radiography","Kruger RA, Reinecke DR, Power RL.","Med Phys. 1990 Jul-Aug;17(4):696-700. doi: 10.1118/1.596551.","Kruger RA","Med Phys","1990","1990/07/01","","","10.1118/1.596551"
"2215416","Problems associated with simulated light sensitometry for low-crossover medical x-ray films","Haus AG, Dickerson RE.","Med Phys. 1990 Jul-Aug;17(4):691-5. doi: 10.1118/1.596468.","Haus AG","Med Phys","1990","1990/07/01","","","10.1118/1.596468"
"2215415","Harmonic structure of cylindrical imaging coils","Harpen MD.","Med Phys. 1990 Jul-Aug;17(4):686-90. doi: 10.1118/1.596467.","Harpen MD","Med Phys","1990","1990/07/01","","","10.1118/1.596467"
"2215414","Digital TV tomography: description and physical assessment","Takahashi M, Yoshioka S, Bussaka H, Higashida Y, Kamiya M, Tsuneoka M.","Med Phys. 1990 Jul-Aug;17(4):681-5. doi: 10.1118/1.596466.","Takahashi M","Med Phys","1990","1990/07/01","","","10.1118/1.596466"
"2215413","Logistic representation of the sensitometric response of screen-film systems: empirical validation","Willis CE, Bencomo JA.","Med Phys. 1990 Jul-Aug;17(4):676-80. doi: 10.1118/1.596465.","Willis CE","Med Phys","1990","1990/07/01","","","10.1118/1.596465"
"2215412","Dual-energy mammography: a detector analysis","Boone JM, Shaber GS, Tecotzky M.","Med Phys. 1990 Jul-Aug;17(4):665-75. doi: 10.1118/1.596548.","Boone JM","Med Phys","1990","1990/07/01","","","10.1118/1.596548"
"2215411","Studies of performance of antiscatter grids in digital radiography: effect on signal-to-noise ratio","Chan HP, Lam KL, Wu YZ.","Med Phys. 1990 Jul-Aug;17(4):655-64. doi: 10.1118/1.596496.","Chan HP","Med Phys","1990","1990/07/01","","","10.1118/1.596496"
"2215410","X-ray spectral reconstruction from attenuation data using neural networks","Boone JM.","Med Phys. 1990 Jul-Aug;17(4):647-54. doi: 10.1118/1.596495.","Boone JM","Med Phys","1990","1990/07/01","","","10.1118/1.596495"
"2215409","Dosimetry of Sr-90 ophthalmic applicators","Reft CS, Kuchnir FT, Rosenberg I, Myrianthopoulos LC.","Med Phys. 1990 Jul-Aug;17(4):641-6. doi: 10.1118/1.596494.","Reft CS","Med Phys","1990","1990/07/01","","","10.1118/1.596494"
"2215408","Surface dose in intracavitary orthovoltage radiotherapy","Podgorsak MB, Schreiner LJ, Podgorsak EB.","Med Phys. 1990 Jul-Aug;17(4):635-40. doi: 10.1118/1.596493.","Podgorsak MB","Med Phys","1990","1990/07/01","","","10.1118/1.596493"
"2215407","The development of intracavitary ultrasonic applicators for hyperthermia: a design and experimental study","Diederich CJ, Hynynen K.","Med Phys. 1990 Jul-Aug;17(4):626-34. doi: 10.1118/1.596582.","Diederich CJ","Med Phys","1990","1990/07/01","","","10.1118/1.596582"
"2215406","Theoretical and experimental evaluation of a temperature controller for scanned focused ultrasound hyperthermia","Lin WL, Roemer RB, Hynynen K.","Med Phys. 1990 Jul-Aug;17(4):615-25. doi: 10.1118/1.596581.","Lin WL","Med Phys","1990","1990/07/01","","","10.1118/1.596581"
"2215405","Comparison of ferrous sulfate (Fricke) and ionization dosimetry for high-energy photon and electron beams","Kwa W, Kornelsen RO.","Med Phys. 1990 Jul-Aug;17(4):602-6. doi: 10.1118/1.596491.","Kwa W","Med Phys","1990","1990/07/01","","","10.1118/1.596491"
"2215404","Extending the concept of primary and scatter separation to the condition of electronic disequilibrium","Woo MK, Cunningham JR, Jezioranski JJ.","Med Phys. 1990 Jul-Aug;17(4):588-95. doi: 10.1118/1.596577.","Woo MK","Med Phys","1990","1990/07/01","","","10.1118/1.596577"
"2215403","On the technique of extrapolation to obtain wall correction factors for ion chambers irradiated by photon beams","Bielajew AF.","Med Phys. 1990 Jul-Aug;17(4):583-7. doi: 10.1118/1.596547.","Bielajew AF","Med Phys","1990","1990/07/01","","","10.1118/1.596547"
"2120560","Small-field electron dosimetry for the Philips SL25 linear accelerator","Rashid H, Islam MK, Gaballa H, Rosenow UF, Ting JY.","Med Phys. 1990 Jul-Aug;17(4):710-4. doi: 10.1118/1.596471.","Rashid H","Med Phys","1990","1990/07/01","","","10.1118/1.596471"
"2120559","Separation of dose-gradient effect from beam-hardening effect on wedge factors in photon fields","Kalend AM, Wu A, Yoder V, Maitz A.","Med Phys. 1990 Jul-Aug;17(4):701-4. doi: 10.1118/1.596469.","Kalend AM","Med Phys","1990","1990/07/01","","","10.1118/1.596469"
"2120558","Determination of the neutron and photon spectra of a clinical fast neutron beam","Moyers MF, Horton JL.","Med Phys. 1990 Jul-Aug;17(4):607-14. doi: 10.1118/1.596492.","Moyers MF","Med Phys","1990","1990/07/01","","","10.1118/1.596492"
"2120557","Microdosimetric single-event spectra for megavoltage electrons","Zellmer DL, Amols HI.","Med Phys. 1990 Jul-Aug;17(4):596-601. doi: 10.1118/1.596490.","Zellmer DL","Med Phys","1990","1990/07/01","","","10.1118/1.596490"
"2385204","Dose distribution around a 3.0-mm type 6702 I-125 seed","Scarbrough EC, Sanborn GE, Anderson JA, Nguyen PD, Niederkorn JY, Antich PP.","Med Phys. 1990 May-Jun;17(3):460-3. doi: 10.1118/1.596484.","Scarbrough EC","Med Phys","1990","1990/05/01","","","10.1118/1.596484"
"2385203","Quantitative radiographic imaging using a photostimulable phosphor system","Floyd CE Jr, Chotas HG, Dobbins JT 3rd, Ravin CE.","Med Phys. 1990 May-Jun;17(3):454-9. doi: 10.1118/1.596569.","Floyd CE Jr","Med Phys","1990","1990/05/01","","","10.1118/1.596569"
"2385202","A patient-equivalent attenuation phantom for estimating patient exposures from automatic exposure controlled x-ray examinations of the abdomen and lumbo-sacral spine","Conway BJ, Duff JE, Fewell TR, Jennings RJ, Rothenberg LN, Fleischman RC.","Med Phys. 1990 May-Jun;17(3):448-53. doi: 10.1118/1.596483.","Conway BJ","Med Phys","1990","1990/05/01","","","10.1118/1.596483"
"2385201","Mammographic resolution: influence of focal spot intensity distribution and geometry","Nickoloff EL, Donnelly E, Eve L, Atherton JV, Asch T.","Med Phys. 1990 May-Jun;17(3):436-47. doi: 10.1118/1.596482.","Nickoloff EL","Med Phys","1990","1990/05/01","","","10.1118/1.596482"
"2385200","Positional radiotherapy beam dosimetry using a laser heated thermoluminescent plate","Kearfott KJ, Grupen-Shemansky ME.","Med Phys. 1990 May-Jun;17(3):429-35. doi: 10.1118/1.596580.","Kearfott KJ","Med Phys","1990","1990/05/01","","","10.1118/1.596580"
"2385199","Collimator scatter in modeling radiation beam profiles","Rosen II, Loyd MD, Lane RG.","Med Phys. 1990 May-Jun;17(3):422-8. doi: 10.1118/1.596481.","Rosen II","Med Phys","1990","1990/05/01","","","10.1118/1.596481"
"2385198","Determination of surface dose rate from a 90Sr ophthalmic applicator","Ali MM, Khan FM.","Med Phys. 1990 May-Jun;17(3):416-21. doi: 10.1118/1.596480.","Ali MM","Med Phys","1990","1990/05/01","","","10.1118/1.596480"
"2385197","Optimal design of radiation compensators","Djordjevich A, Bonham DJ, Hussein EM, Andrew JW, Hale ME.","Med Phys. 1990 May-Jun;17(3):397-404. doi: 10.1118/1.596519.","Djordjevich A","Med Phys","1990","1990/05/01","","","10.1118/1.596519"
"2385196","Optimized tissue compensators","Robinson DM, Scrimger JW.","Med Phys. 1990 May-Jun;17(3):391-6. doi: 10.1118/1.596518.","Robinson DM","Med Phys","1990","1990/05/01","","","10.1118/1.596518"
"2385195","A reusable perfusion supporting tissue-mimicking material for ultrasound hyperthermia phantoms","Chin RB, Madsen EL, Zagzebski JA, Jadvar H, Wu XK, Frank GR.","Med Phys. 1990 May-Jun;17(3):380-90. doi: 10.1118/1.596517.","Chin RB","Med Phys","1990","1990/05/01","","","10.1118/1.596517"
"2385194","New quantitative and qualitative approaches to the inverse problem of electrocardiology: their theoretical relationship and experimental consistency","Greensite F, Huiskamp G, van Oosterom A.","Med Phys. 1990 May-Jun;17(3):369-79. doi: 10.1118/1.596568.","Greensite F","Med Phys","1990","1990/05/01","","","10.1118/1.596568"
"2385193","Magnetically induced surface charges on samples in magnetic resonance imaging radio-frequency coils: effect on electric fields, sample losses, and coil resonance","Harpen MD.","Med Phys. 1990 May-Jun;17(3):362-8. doi: 10.1118/1.596516.","Harpen MD","Med Phys","1990","1990/05/01","","","10.1118/1.596516"
"2385192","Maximizing film contrast for scanning equalization radiography","Plewes DB, McFaul J, Ivanovic M.","Med Phys. 1990 May-Jun;17(3):357-61. doi: 10.1118/1.596515.","Plewes DB","Med Phys","1990","1990/05/01","","","10.1118/1.596515"
"2385191","Transillumination imaging performance: a time-of-flight imaging system","Hebden JC, Kruger RA.","Med Phys. 1990 May-Jun;17(3):351-6. doi: 10.1118/1.596514.","Hebden JC","Med Phys","1990","1990/05/01","","","10.1118/1.596514"
"2385190","An accurate method for direct dual-energy calibration and decomposition","Cardinal HN, Fenster A.","Med Phys. 1990 May-Jun;17(3):327-41. doi: 10.1118/1.596512.","Cardinal HN","Med Phys","1990","1990/05/01","","","10.1118/1.596512"
"2200950","Nonlinear magnetic stereotaxis: three-dimensional, in vivo remote magnetic manipulation of a small object in canine brain","Grady MS, Howard MA 3rd, Molloy JA, Ritter RC, Quate EG, Gillies GT.","Med Phys. 1990 May-Jun;17(3):405-15. doi: 10.1118/1.596520.","Grady MS","Med Phys","1990","1990/05/01","","","10.1118/1.596520"
"2143554","Image feature analysis and computer-aided diagnosis in digital radiography: automated analysis of sizes of heart and lung in chest images","Nakamori N, Doi K, Sabeti V, MacMahon H.","Med Phys. 1990 May-Jun;17(3):342-50. doi: 10.1118/1.596513.","Nakamori N","Med Phys","1990","1990/05/01","","","10.1118/1.596513"
"2117231","Tissue compensators with use of vinyl lead sheets for head and neck portals on 4-MV x rays","Jani SK, Pennington EC.","Med Phys. 1990 May-Jun;17(3):481-2. doi: 10.1118/1.596488.","Jani SK","Med Phys","1990","1990/05/01","","","10.1118/1.596488"
"2117230","Dosimetric aspects of a 3.3-MV linear accelerator","Steidley KD, Rosen CW.","Med Phys. 1990 May-Jun;17(3):474-80. doi: 10.1118/1.596487.","Steidley KD","Med Phys","1990","1990/05/01","","","10.1118/1.596487"
"2117229","A dose-per-pulse monitor for a dual-mode medical accelerator","Galbraith DM, Martell ES, Fueurstake T, Norrlinger B, Schwendener H, Rawlinson JA.","Med Phys. 1990 May-Jun;17(3):470-3. doi: 10.1118/1.596486.","Galbraith DM","Med Phys","1990","1990/05/01","","","10.1118/1.596486"
"2117228","Applying a polynomial formula to photon beam output and equivalent square field","Chen FS.","Med Phys. 1990 May-Jun;17(3):464-9. doi: 10.1118/1.596485.","Chen FS","Med Phys","1990","1990/05/01","","","10.1118/1.596485"
"2333058","Use of the AAPM (American Association of Physicists in Medicine) standard for digital image interchange in nuclear medicine","Cradduck TD.","Med Phys. 1990 Mar-Apr;17(2):315. doi: 10.1118/1.596511.","Cradduck TD","Med Phys","1990","1990/03/01","","","10.1118/1.596511"
"2333057","Acceptance testing of an automated scanning water phantom","Mellenberg DE, Dahl RA, Blackwell CR.","Med Phys. 1990 Mar-Apr;17(2):311-4. doi: 10.1118/1.596510.","Mellenberg DE","Med Phys","1990","1990/03/01","","","10.1118/1.596510"
"2333056","Basic theory, design, and preliminary evaluation of a laser scanner for shape sensing below-the-knee amputees","Lancaster JL, Walsh N, Faulkner V.","Med Phys. 1990 Mar-Apr;17(2):305-10. doi: 10.1118/1.596509.","Lancaster JL","Med Phys","1990","1990/03/01","","","10.1118/1.596509"
"2333055","Quality assurance methods and phantoms for magnetic resonance imaging: report of AAPM nuclear magnetic resonance Task Group No. 1","Price RR, Axel L, Morgan T, Newman R, Perman W, Schneiders N, Selikson M, Wood M, Thomas SR.","Med Phys. 1990 Mar-Apr;17(2):287-95. doi: 10.1118/1.596566.","Price RR","Med Phys","1990","1990/03/01","","","10.1118/1.596566"
"2333054","Development of an anthropomorphic breast phantom","Caldwell CB, Yaffe MJ.","Med Phys. 1990 Mar-Apr;17(2):273-80. doi: 10.1118/1.596506.","Caldwell CB","Med Phys","1990","1990/03/01","","","10.1118/1.596506"
"2333053","Estimation of geometrical parameters and collimator evaluation for cone beam tomography","Gullberg GT, Tsui BM, Crawford CR, Ballard JG, Hagius JT.","Med Phys. 1990 Mar-Apr;17(2):264-72. doi: 10.1118/1.596505.","Gullberg GT","Med Phys","1990","1990/03/01","","","10.1118/1.596505"
"2333052","A magnetic resonance imaging method of flow by successive excitation of a moving slice","Kwiat D, Einav S, Elad D.","Med Phys. 1990 Mar-Apr;17(2):258-63. doi: 10.1118/1.596504.","Kwiat D","Med Phys","1990","1990/03/01","","","10.1118/1.596504"
"2333051","Signal-to-noise efficiency in magnetic resonance imaging","Parker DL, Gullberg GT.","Med Phys. 1990 Mar-Apr;17(2):250-7. doi: 10.1118/1.596503.","Parker DL","Med Phys","1990","1990/03/01","","","10.1118/1.596503"
"2333050","Effects of x-ray beam equalization on mammographic imaging","Lam KL, Chan HP.","Med Phys. 1990 Mar-Apr;17(2):242-9. doi: 10.1118/1.596502.","Lam KL","Med Phys","1990","1990/03/01","","","10.1118/1.596502"
"2333049","Neural networks in radiology: an introduction and evaluation in a signal detection task","Boone JM, Sigillito VG, Shaber GS.","Med Phys. 1990 Mar-Apr;17(2):234-41. doi: 10.1118/1.596501.","Boone JM","Med Phys","1990","1990/03/01","","","10.1118/1.596501"
"2333048","A study of quality of bremsstrahlung spectra reconstructed from transmission measurements","Piermattei A, Arcovito G, Azario L, Bacci C, Bianciardi L, De Sapio E, Giacco C.","Med Phys. 1990 Mar-Apr;17(2):227-33. doi: 10.1118/1.596567.","Piermattei A","Med Phys","1990","1990/03/01","","","10.1118/1.596567"
"2333047","10-MV x-ray primary and scatter dose calculation using convolutions","Iwasaki A.","Med Phys. 1990 Mar-Apr;17(2):203-11. doi: 10.1118/1.596499.","Iwasaki A","Med Phys","1990","1990/03/01","","","10.1118/1.596499"
"2333046","Calculation of three-dimensional photon primary absorbed dose using forward and backward spread dose-distribution functions","Iwasaki A.","Med Phys. 1990 Mar-Apr;17(2):195-202. doi: 10.1118/1.596498.","Iwasaki A","Med Phys","1990","1990/03/01","","","10.1118/1.596498"
"2333045","The validity of the density scaling method in primary electron transport for photon and electron beams","Woo MK, Cunningham JR.","Med Phys. 1990 Mar-Apr;17(2):187-94. doi: 10.1118/1.596497.","Woo MK","Med Phys","1990","1990/03/01","","","10.1118/1.596497"
"2333044","EGS4 Monte Carlo determination of the beta dose kernel in water","Simpkin DJ, Mackie TR.","Med Phys. 1990 Mar-Apr;17(2):179-86. doi: 10.1118/1.596565.","Simpkin DJ","Med Phys","1990","1990/03/01","","","10.1118/1.596565"
"2333043","Effects of gold and silver backings on the dose rate around an 125I seed","Cygler J, Szanto J, Soubra M, Rogers DW.","Med Phys. 1990 Mar-Apr;17(2):172-8. doi: 10.1118/1.596588.","Cygler J","Med Phys","1990","1990/03/01","","","10.1118/1.596588"
"2333042","The multiple Coulomb scattering of very heavy charged particles","Wong M, Schimmerling W, Phillips MH, Ludewigt BA, Landis DA, Walton JT, Curtis SB.","Med Phys. 1990 Mar-Apr;17(2):163-71. doi: 10.1118/1.596538.","Wong M","Med Phys","1990","1990/03/01","","","10.1118/1.596538"
"2333041","Characterization of fragmented heavy-ion beams using a three-stage telescope detector: detector configuration and instrumentation","Llacer J, Schmidt JB, Tobias CA.","Med Phys. 1990 Mar-Apr;17(2):158-62. doi: 10.1118/1.596537.","Llacer J","Med Phys","1990","1990/03/01","","","10.1118/1.596537"
"2333040","Characterization of fragmented heavy-ion beams using a three-stage telescope detector: measurements of 670-MeV/amu 20Ne beams","Llacer J, Schmidt JB, Tobias CA.","Med Phys. 1990 Mar-Apr;17(2):151-7. doi: 10.1118/1.596536.","Llacer J","Med Phys","1990","1990/03/01","","","10.1118/1.596536"
"2110285","Dose distributions in radiosurgery","Pike GB, Podgorsak EB, Peters TM, Pla C, Olivier A, Souhami L.","Med Phys. 1990 Mar-Apr;17(2):296-304. doi: 10.1118/1.596508.","Pike GB","Med Phys","1990","1990/03/01","","","10.1118/1.596508"
"2110284","The calculation of transmission through a photon beam attenuator using sector integration","Papiez E, Froese G.","Med Phys. 1990 Mar-Apr;17(2):281-6. doi: 10.1118/1.596507.","Papiez E","Med Phys","1990","1990/03/01","","","10.1118/1.596507"
"2110283","Dose perturbations at interfaces in photon beams: secondary electron transport","Werner BL, Das IJ, Salk WN.","Med Phys. 1990 Mar-Apr;17(2):212-26. doi: 10.1118/1.596500.","Werner BL","Med Phys","1990","1990/03/01","","","10.1118/1.596500"
"2407936","Image feature analysis and computer-aided diagnosis in digital radiography: effect of digital parameters on the accuracy of computerized analysis of interstitial disease in digital chest radiographs","Katsuragawa S, Doi K, Nakamori N, MacMahon H.","Med Phys. 1990 Jan-Feb;17(1):72-8. doi: 10.1118/1.596530.","Katsuragawa S","Med Phys","1990","1990/01/01","","","10.1118/1.596530"
"2407935","A clinical evaluation of contrast-detail analysis for ultrasound images","Lopez H, Loew MH, Butler PF, Hill MC, Allman RM.","Med Phys. 1990 Jan-Feb;17(1):48-57. doi: 10.1118/1.596527.","Lopez H","Med Phys","1990","1990/01/01","","","10.1118/1.596527"
"2308551","Testing of a medical linear accelerator's computer-control system","Weinhous MS, Purdy JA, Granda CO.","Med Phys. 1990 Jan-Feb;17(1):95-102. doi: 10.1118/1.596535.","Weinhous MS","Med Phys","1990","1990/01/01","","","10.1118/1.596535"
"2308550","Determination of primary dose in 60Co gamma beam using a small attenuator","Nizin PS, Kase KR.","Med Phys. 1990 Jan-Feb;17(1):92-4. doi: 10.1118/1.596534.","Nizin PS","Med Phys","1990","1990/01/01","","","10.1118/1.596534"
"2308549","Validity of microsphere model in cerebral blood flow measurement using N-isopropyl-p-(I-123) iodoamphetamine","Murase K, Tanada S, Mogami H, Kawamura M, Miyagawa M, Yamada M, Higashino H, Lio A, Hamamoto K.","Med Phys. 1990 Jan-Feb;17(1):79-83. doi: 10.1118/1.596531.","Murase K","Med Phys","1990","1990/01/01","","","10.1118/1.596531"
"2308548","An application of multivariate moment-generating functions to the analysis of signal and noise propagation in radiographic screen-film systems","Van Metter R, Rabbani M.","Med Phys. 1990 Jan-Feb;17(1):65-71. doi: 10.1118/1.596529.","Van Metter R","Med Phys","1990","1990/01/01","","","10.1118/1.596529"
"2308547","Wiener noise power spectra of radiological television systems using a digital oscilloscope","Rowlands JA, DeCrescenzo G.","Med Phys. 1990 Jan-Feb;17(1):58-64. doi: 10.1118/1.596528.","Rowlands JA","Med Phys","1990","1990/01/01","","","10.1118/1.596528"
"2308546","Transillumination imaging performance: spatial resolution simulation studies","Hebden JC, Kruger RA.","Med Phys. 1990 Jan-Feb;17(1):41-7. doi: 10.1118/1.596526.","Hebden JC","Med Phys","1990","1990/01/01","","","10.1118/1.596526"
"2308545","An algorithm for generation of implant plans for high-dose-rate irradiators","Renner WD, O'Connor TP, Bermudez NM.","Med Phys. 1990 Jan-Feb;17(1):35-40. doi: 10.1118/1.596525.","Renner WD","Med Phys","1990","1990/01/01","","","10.1118/1.596525"
"2308544","The influence of grid size on accuracy in radiotherapy dose plotting","Smith CW, Morrey D, Gray K.","Med Phys. 1990 Jan-Feb;17(1):135-6. doi: 10.1118/1.596544.","Smith CW","Med Phys","1990","1990/01/01","","","10.1118/1.596544"
"2308543","Rapid measurement of T1 with spatially selective pre-inversion pulses","McVeigh E, Yang A, Zerhouni E.","Med Phys. 1990 Jan-Feb;17(1):131-4. doi: 10.1118/1.596543.","McVeigh E","Med Phys","1990","1990/01/01","PMC2041915","NIHMS26771","10.1118/1.596543"
"2308542","A method for obtaining an approximate Wiener filter","Madsen MT.","Med Phys. 1990 Jan-Feb;17(1):126-30. doi: 10.1118/1.596542.","Madsen MT","Med Phys","1990","1990/01/01","","","10.1118/1.596542"
"2308541","Evaluation of analog contrast enhancement and digital unsharp masking in low-contrast portal images","Weiser JC, Gur D, Gennari RC, Deutsch M.","Med Phys. 1990 Jan-Feb;17(1):122-5. doi: 10.1118/1.596541.","Weiser JC","Med Phys","1990","1990/01/01","","","10.1118/1.596541"
"2308540","A quality assurance program for monitor unit calculators","Dahl RA, McCullough EC, Mellenberg DE.","Med Phys. 1990 Jan-Feb;17(1):103-5. doi: 10.1118/1.596539.","Dahl RA","Med Phys","1990","1990/01/01","","","10.1118/1.596539"
"2308539","Measurement of dose distributions of linear energy transfer in matter irradiated by fast neutrons","Schell MC, Pearson DW, DeLuca PM Jr, Haight RC.","Med Phys. 1990 Jan-Feb;17(1):1-9. doi: 10.1118/1.596523.","Schell MC","Med Phys","1990","1990/01/01","","","10.1118/1.596523"
"2106614","Dynamic wedge field techniques through computer-controlled collimator motion and dose delivery","Leavitt DD, Martin M, Moeller JH, Lee WL.","Med Phys. 1990 Jan-Feb;17(1):87-91. doi: 10.1118/1.596533.","Leavitt DD","Med Phys","1990","1990/01/01","","","10.1118/1.596533"
"2106613","Radiation quality investigations around a neutron therapy beam, using a high-pressure ionization chamber","Makrigiorgos GM, Smathers JB, Myers LT, Benedict SH.","Med Phys. 1990 Jan-Feb;17(1):84-6. doi: 10.1118/1.596532.","Makrigiorgos GM","Med Phys","1990","1990/01/01","","","10.1118/1.596532"
"2106612","Electron beam characteristics on a Philips SL25","Palta JR, Daftari IK, Ayyangar KM, Suntharalingam N.","Med Phys. 1990 Jan-Feb;17(1):27-34. doi: 10.1118/1.596524.","Palta JR","Med Phys","1990","1990/01/01","","","10.1118/1.596524"
"2106611","Measurement of dose in the buildup region using fixed-separation plane-parallel ionization chambers","Gerbi BJ, Khan FM.","Med Phys. 1990 Jan-Feb;17(1):17-26. doi: 10.1118/1.596522.","Gerbi BJ","Med Phys","1990","1990/01/01","","","10.1118/1.596522"
"2106610","A study of effective attenuation coefficient for calculating tissue compensator thickness","Bagne FR, Samsami N, Hoke SW, Bronn DG.","Med Phys. 1990 Jan-Feb;17(1):117-21. doi: 10.1118/1.596561.","Bagne FR","Med Phys","1990","1990/01/01","","","10.1118/1.596561"
"2106609","Characteristics of photon beams from Philips SL25 linear accelerators","Palta JR, Ayyangar K, Daftari I, Suntharalingam N.","Med Phys. 1990 Jan-Feb;17(1):106-16. doi: 10.1118/1.596540.","Palta JR","Med Phys","1990","1990/01/01","","","10.1118/1.596540"
"2106608","Validity of transition-zone dosimetry at high atomic number interfaces in megavoltage photon beams","Das IJ, Kase KR, Meigooni AS, Khan FM, Werner BL.","Med Phys. 1990 Jan-Feb;17(1):10-6. doi: 10.1118/1.596553.","Das IJ","Med Phys","1990","1990/01/01","","","10.1118/1.596553"
"2685531","Convective-dispersive characteristics of tracer transport calculated from transfer function analysis of biological indicator-dilution curves","Palmer BM, McInerney JJ.","Med Phys. 1989 Nov-Dec;16(6):889-95. doi: 10.1118/1.596313.","Palmer BM","Med Phys","1989","1989/11/01","","","10.1118/1.596313"
"2685530","Noise correlations in images acquired simultaneously with a dual-energy sandwich detector","Sones RA, Barnes GT.","Med Phys. 1989 Nov-Dec;16(6):858-61. doi: 10.1118/1.596311.","Sones RA","Med Phys","1989","1989/11/01","","","10.1118/1.596311"
"2586374","Installation of an ambient-temperature control system in a 1.5-tesla whole body system to facilitate animal studies","Madden A, Leach MO.","Med Phys. 1989 Nov-Dec;16(6):916-9. doi: 10.1118/1.596317.","Madden A","Med Phys","1989","1989/11/01","","","10.1118/1.596317"
