PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35120278","The dosimetric enhancement of GRID profiles using an external collimator in pencil beam scanning proton therapy","Smith BR, Nelson NP, Geoghegan TJ, Patwardhan KA, Hill PM, Yu J, Gutiérrez AN, Allen BG, Hyer DE.","Med Phys. 2022 Feb 4. doi: 10.1002/mp.15523. Online ahead of print.","Smith BR","Med Phys","2022","2022/02/04","","","10.1002/mp.15523"
"35119116","Perceived contrast on displays with different luminance ranges","Sund P.","Med Phys. 2022 Feb 4. doi: 10.1002/mp.15519. Online ahead of print.","Sund P","Med Phys","2022","2022/02/04","","","10.1002/mp.15519"
"35118676","The challenges facing deep learning-based catheter localization for ultrasound guided high-dose-rate prostate brachytherapy","Liu D, Tupor S, Singh J, Chernoff T, Leong N, Sadikov E, Amjad A, Zilles S.","Med Phys. 2022 Feb 4. doi: 10.1002/mp.15522. Online ahead of print.","Liu D","Med Phys","2022","2022/02/04","","","10.1002/mp.15522"
"35107181","Intraradiological pathology-calibrated electrical impedance spectroscopy in the evaluation of excision-required breast lesions","Mahdavi R, Mehrvarz S, Hoseinpour P, Yousefpour N, Abbasvandi F, Tayebi M, Ataee H, Parniani M, Abdolhoseini S, Hajighasemi F, Nourinejad Z, Shojaeian F, Ghafari H, Nikshoar MS, Abdolahad M.","Med Phys. 2022 Feb 2. doi: 10.1002/mp.15481. Online ahead of print.","Mahdavi R","Med Phys","2022","2022/02/02","","","10.1002/mp.15481"
"35107176","Real-time estimation of patient-specific dose distributions for medical CT using the deep dose estimation","Maier J, Klein L, Eulig E, Sawall S, Kachelrieß M.","Med Phys. 2022 Feb 2. doi: 10.1002/mp.15488. Online ahead of print.","Maier J","Med Phys","2022","2022/02/02","","","10.1002/mp.15488"
"35106787","LDVoxelMorph: A precise loss function and cascaded architecture for unsupervised diffeomorphic large displacement registration","Yang J, Wu Y, Zhang D, Cui W, Yue X, Du S, Zhang H.","Med Phys. 2022 Feb 1. doi: 10.1002/mp.15515. Online ahead of print.","Yang J","Med Phys","2022","2022/02/02","","","10.1002/mp.15515"
"35106784","Evaluating the impact of different positron emitters on the performance of a clinical PET/MR system","Meng X, Liu H, Li H, Wang S, Sun H, Wang F, Ding J, He L, Chen X, Jin L, Dong Y, Zhu H, Yang Z.","Med Phys. 2022 Feb 2. doi: 10.1002/mp.15513. Online ahead of print.","Meng X","Med Phys","2022","2022/02/02","","","10.1002/mp.15513"
"35106778","On the proper use of structural similarity for the robust evaluation of medical image synthesis models","Gourdeau D, Duchesne S, Archambault L.","Med Phys. 2022 Feb 1. doi: 10.1002/mp.15514. Online ahead of print.","Gourdeau D","Med Phys","2022","2022/02/02","","","10.1002/mp.15514"
"35106769","Validation of a robust method for quantification of three-dimensional growth of the thoracic aorta using deformable image registration","Bian Z, Zhong J, Dominic J, Christensen GE, Hatt CR, Burris NS.","Med Phys. 2022 Feb 1. doi: 10.1002/mp.15496. Online ahead of print.","Bian Z","Med Phys","2022","2022/02/02","","","10.1002/mp.15496"
"35106767","Low clinical efficacy, but good acceptability of a point-of-care electronic palpation device for breast cancer screening for a lower middle-income environment","Valdez D, Cruz T, Rania S, Badowski G, Cassel K, Wolfgruber T, Grosskreutz S, Dulana LJ, Adonay R, Maskarinec G, Shepherd JA.","Med Phys. 2022 Feb 1. doi: 10.1002/mp.15499. Online ahead of print.","Valdez D","Med Phys","2022","2022/02/02","","","10.1002/mp.15499"
"35103982","A dose-volume constraint (DVC) projection-based algorithm for IMPT inverse planning optimization","Gadoue SM, Toomeh D, Schultze BE, Schulte RW.","Med Phys. 2022 Feb 1. doi: 10.1002/mp.15504. Online ahead of print.","Gadoue SM","Med Phys","2022","2022/02/01","","","10.1002/mp.15504"
"35103333","Simultaneous temperature and viscosity estimation capability via magnetic nanoparticle relaxation","Utkur M, Saritas EU.","Med Phys. 2022 Feb 1. doi: 10.1002/mp.15509. Online ahead of print.","Utkur M","Med Phys","2022","2022/02/01","","","10.1002/mp.15509"
"35103332","The impact of phantom design and material-dependence on repeatability and reproducibility of CT-based radiomics features","Li Y, Reyhan M, Zhang Y, Wang X, Zhou J, Zhang Y, Yue NJ, Nie K.","Med Phys. 2022 Mar;49(3):1648-1659. doi: 10.1002/mp.15491. Epub 2022 Feb 9.","Li Y","Med Phys","2022","2022/02/01","","","10.1002/mp.15491"
"35103331","A reconstruction approach for proton computed tomography by modeling the integral depth dose of the scanning proton pencil beam","Chen X, Medrano M, Sun B, Hao Y, Reynoso FJ, Darafsheh A, Yang D, Zhang T, Zhao T.","Med Phys. 2022 Feb 1. doi: 10.1002/mp.15482. Online ahead of print.","Chen X","Med Phys","2022","2022/02/01","","","10.1002/mp.15482"
"35103313","A two-stage network with prior knowledge guidance for medullary thyroid carcinoma recognition in ultrasound images","Pan L, Cai Y, Lin N, Yang L, Zheng S, Huang L.","Med Phys. 2022 Feb 1. doi: 10.1002/mp.15492. Online ahead of print.","Pan L","Med Phys","2022","2022/02/01","","","10.1002/mp.15492"
"35102555","A novel simulation-driven reconstruction approach for x-ray computed tomography","Hsieh J.","Med Phys. 2022 Jan 31. doi: 10.1002/mp.15502. Online ahead of print.","Hsieh J","Med Phys","2022","2022/02/01","","","10.1002/mp.15502"
"35100445","Technical note: Design and initial evaluation of a novel physical breast phantom to monitor image quality in digital breast tomosynthesis","Fitton I, Noël A, Minassian J, Zerhouni M, Wojak J, Adel M, Fournier L.","Med Phys. 2022 Jan 31. doi: 10.1002/mp.15498. Online ahead of print.","Fitton I","Med Phys","2022","2022/01/31","","","10.1002/mp.15498"
"35099067","Increase of the transmission and emittance acceptance through a cyclotron-based proton therapy gantry","Maradia V, Giovannelli AC, Meer D, Weber DC, Lomax AJ, Schippers JM, Psoroulas S.","Med Phys. 2022 Jan 31. doi: 10.1002/mp.15505. Online ahead of print.","Maradia V","Med Phys","2022","2022/01/31","","","10.1002/mp.15505"
"35098549","Investigation of image quality of MV and kV CBCT with low-Z beams and high DQE detector","O'Connell J, Bazalova-Carter M.","Med Phys. 2022 Jan 30. doi: 10.1002/mp.15503. Online ahead of print.","O'Connell J","Med Phys","2022","2022/01/31","","","10.1002/mp.15503"
"35098544","Arterial input function segmentation based on a contour geodesic model for tissue at risk identification in ischemic stroke","Bal SS, Chen K, Yang FG, Peng GS.","Med Phys. 2022 Jan 31. doi: 10.1002/mp.15508. Online ahead of print.","Bal SS","Med Phys","2022","2022/01/31","","","10.1002/mp.15508"
"35094409","Vibration-controlled transient elastography for noninvasive evaluation of liver steatosis","Pearson A, Dujardin PA, d'Alteroche L, Patat F, Scotto B, Dujardin F, Bastard C, Miette V, Sandrin L, Remenieras JP.","Med Phys. 2022 Mar;49(3):1507-1521. doi: 10.1002/mp.15484. Epub 2022 Feb 11.","Pearson A","Med Phys","2022","2022/01/30","","","10.1002/mp.15484"
"35094405","Automatic segmentation of magnetic resonance images for high-dose-rate cervical cancer brachytherapy using deep learning","Yoganathan SA, Paul SN, Paloor S, Torfeh T, Chandramouli SH, Hammoud R, Al-Hammadi N.","Med Phys. 2022 Mar;49(3):1571-1584. doi: 10.1002/mp.15506. Epub 2022 Feb 9.","Yoganathan SA","Med Phys","2022","2022/01/30","","","10.1002/mp.15506"
"35094390","General and custom deep learning autosegmentation models for organs in head and neck, abdomen, and male pelvis","Amjad A, Xu J, Thill D, Lawton C, Hall W, Awan MJ, Shukla M, Erickson BA, Li XA.","Med Phys. 2022 Mar;49(3):1686-1700. doi: 10.1002/mp.15507. Epub 2022 Feb 7.","Amjad A","Med Phys","2022","2022/01/30","PMC8917093","NIHMS1777549","10.1002/mp.15507"
"35092698","Ultrasound-targeted microbubbles destruction assists dual delivery of beta-amyloid antibody and neural stem cells to restore neural function in transgenic mice of Alzheimer's disease","Zhu Q, Xu X, Chen B, Liao Y, Guan X, He Y, Cui H, Rong Y, Liu Z, Xu Y.","Med Phys. 2022 Mar;49(3):1357-1367. doi: 10.1002/mp.15500. Epub 2022 Feb 7.","Zhu Q","Med Phys","2022","2022/01/29","","","10.1002/mp.15500"
"35092608","Automatic pulmonary ground-glass opacity nodules detection and classification based on 3D neural network","Ma H, Guo H, Zhao M, Qi S, Li H, Tian Y, Li Z, Zhang G, Yao Y, Qian W.","Med Phys. 2022 Jan 29. doi: 10.1002/mp.15501. Online ahead of print.","Ma H","Med Phys","2022","2022/01/29","","","10.1002/mp.15501"
"35092311","The impact of storage humidity on the response of reference-class ionization chambers","Morishita Y, Shimizu M, Takase N, Yamashita W, Sakata S.","Med Phys. 2022 Jan 29. doi: 10.1002/mp.15497. Online ahead of print.","Morishita Y","Med Phys","2022","2022/01/29","","","10.1002/mp.15497"
"35090192","Learning white matter subject-specific segmentation from structural MRI","Yang Q, Hansen CB, Cai LY, Rheault F, Lee HH, Bao S, Chandio BQ, Williams O, Resnick SM, Garyfallidis E, Anderson AW, Descoteaux M, Schilling KG, Landman BA.","Med Phys. 2022 Jan 28. doi: 10.1002/mp.15495. Online ahead of print.","Yang Q","Med Phys","2022","2022/01/28","","","10.1002/mp.15495"
"35090187","Out-of-field doses in pediatric craniospinal irradiations with 3D-CRT, VMAT, and scanning proton radiotherapy: A phantom study","Majer M, Ambrožová I, Davídková M, De Saint-Hubert M, Kasabašić M, Knežević Ž, Kopeć R, Krzempek D, Krzempek K, Miljanić S, Mojżeszek N, Veršić I, Stolarczyk L, Harrison RM, Olko P.","Med Phys. 2022 Jan 28. doi: 10.1002/mp.15493. Online ahead of print.","Majer M","Med Phys","2022","2022/01/28","","","10.1002/mp.15493"
"35090060","Technical note: Toward implementation of MR-guided radiation therapy for laryngeal cancer with healthy volunteer imaging and a custom MR-CT larynx phantom","Huynh E, Boyle S, Campbell J, Penney J, Mak RH, Schoenfeld JD, Leeman JE, Williams CL.","Med Phys. 2022 Mar;49(3):1814-1821. doi: 10.1002/mp.15472. Epub 2022 Feb 4.","Huynh E","Med Phys","2022","2022/01/28","","","10.1002/mp.15472"
"35084744","Tailored magnetic resonance fingerprinting for simultaneous non-synthetic and quantitative imaging: A repeatability study","Qian E, Poojar P, Vaughan JT Jr, Jin Z, Geethanath S.","Med Phys. 2022 Mar;49(3):1673-1685. doi: 10.1002/mp.15465. Epub 2022 Feb 7.","Qian E","Med Phys","2022","2022/01/27","","","10.1002/mp.15465"
"35083756","A fully convolutional network (FCN) based automated ischemic stroke segment method using chemical exchange saturation transfer imaging","Zhao Y, Chen Y, Chen Y, Zhang L, Wang X, He X.","Med Phys. 2022 Mar;49(3):1635-1647. doi: 10.1002/mp.15483. Epub 2022 Feb 9.","Zhao Y","Med Phys","2022","2022/01/27","","","10.1002/mp.15483"
"35083750","Report on the AAPM deep-learning sparse-view CT grand challenge","Sidky EY, Pan X.","Med Phys. 2022 Jan 26. doi: 10.1002/mp.15489. Online ahead of print.","Sidky EY","Med Phys","2022","2022/01/27","","","10.1002/mp.15489"
"35080018","Automatic segmentation of high-risk clinical target volume for tandem-and-ovoids brachytherapy patients using an asymmetric dual-path convolutional neural network","Cao Y, Vassantachart A, Ragab O, Bian S, Mitra P, Xu Z, Gallogly AZ, Cui J, Shen ZL, Balik S, Gribble M, Chang EL, Fan Z, Yang W.","Med Phys. 2022 Mar;49(3):1712-1722. doi: 10.1002/mp.15490. Epub 2022 Feb 4.","Cao Y","Med Phys","2022","2022/01/26","","","10.1002/mp.15490"
"35076947","Time structure of pencil beam scanning proton FLASH beams measured with scintillator detectors and compared with log files","Kanouta E, Johansen JG, Kertzscher G, Sitarz MK, Sørensen BS, Poulsen PR.","Med Phys. 2022 Mar;49(3):1932-1943. doi: 10.1002/mp.15486. Epub 2022 Feb 7.","Kanouta E","Med Phys","2022","2022/01/25","","","10.1002/mp.15486"
"35075670","Toward MR-only proton therapy planning for pediatric brain tumors: Synthesis of relative proton stopping power images with multiple sequence MRI and development of an online quality assurance tool","Wang C, Uh J, Patni T, Merchant T, Li Y, Hua CH, Acharya S.","Med Phys. 2022 Mar;49(3):1559-1570. doi: 10.1002/mp.15479. Epub 2022 Feb 11.","Wang C","Med Phys","2022","2022/01/25","","","10.1002/mp.15479"
"35073413","Detecting perturbations of a radiation field inside a head-sized phantom exposed to therapeutic carbon-ion beams through charged-fragment tracking","Ghesquière-Diérickx L, Félix-Bautista R, Schlechter A, Kelleter L, Reimold M, Echner G, Soukup P, Jäkel O, Gehrke T, Martišíková M.","Med Phys. 2022 Mar;49(3):1776-1792. doi: 10.1002/mp.15480. Epub 2022 Feb 7.","Ghesquière-Diérickx L","Med Phys","2022","2022/01/24","","","10.1002/mp.15480"
"35067940","Pediatric chest-abdomen-pelvis and abdomen-pelvis CT images with expert organ contours","Jordan P, Adamson PM, Bhattbhatt V, Beriwal S, Shen S, Radermecker O, Bose S, Strain LS, Offe M, Fraley D, Principi S, Ye DH, Wang AS, van Heteren J, Vo NJ, Schmidt TG.","Med Phys. 2022 Jan 24. doi: 10.1002/mp.15485. Online ahead of print.","Jordan P","Med Phys","2022","2022/01/24","","","10.1002/mp.15485"
"35066898","Effects of T(2) * on accuracy and precision of dynamic T(1) measurements using the single reference variable flip angle method: a simulation study","Malmberg MA, Odéen H, Parker DL.","Med Phys. 2022 Jan 23. doi: 10.1002/mp.15476. Online ahead of print.","Malmberg MA","Med Phys","2022","2022/01/23","","","10.1002/mp.15476"
"35066889","Dose calculations for preclinical radiobiology experiments conducted with single-field cabinet irradiators","Mahuvava C, Esplen NM, Poirier Y, Kry SF, Bazalova-Carter M.","Med Phys. 2022 Mar;49(3):1911-1923. doi: 10.1002/mp.15487. Epub 2022 Feb 9.","Mahuvava C","Med Phys","2022","2022/01/23","","","10.1002/mp.15487"
"35066878","Technical note: Validation of an ultrahigh dose rate pulsed electron beam monitoring system using a current transformer for FLASH preclinical studies","Gonçalves Jorge P, Grilj V, Bourhis J, Vozenin MC, Germond JF, Bochud F, Bailat C, Moeckli R.","Med Phys. 2022 Mar;49(3):1831-1838. doi: 10.1002/mp.15474. Epub 2022 Feb 7.","Gonçalves Jorge P","Med Phys","2022","2022/01/23","","","10.1002/mp.15474"
"35066871","AAPM Task Group Report 290: Respiratory motion management for particle therapy","Li H, Dong L, Bert C, Chang J, Flampouri S, Jee KW, Lin L, Moyers M, Mori S, Rottmann J, Tryggestad E, Vedam S.","Med Phys. 2022 Jan 23. doi: 10.1002/mp.15470. Online ahead of print.","Li H","Med Phys","2022","2022/01/23","","","10.1002/mp.15470"
"35064594","Design, realization, and characterization of a novel diamond detector prototype for FLASH radiotherapy dosimetry","Marinelli M, Felici G, Galante F, Gasparini A, Giuliano L, Heinrich S, Pacitti M, Prestopino G, Vanreusel V, Verellen D, Verona C, Verona Rinati G.","Med Phys. 2022 Mar;49(3):1902-1910. doi: 10.1002/mp.15473. Epub 2022 Jan 31.","Marinelli M","Med Phys","2022","2022/01/22","","","10.1002/mp.15473"
"35064567","Development of a plan complexity mitigation algorithm based on gamma passing rate predictions for volumetric-modulated arc therapy","Ono T, Nakamura M, Ono Y, Nakamura K, Mizowaki T.","Med Phys. 2022 Mar;49(3):1793-1802. doi: 10.1002/mp.15466. Epub 2022 Jan 28.","Ono T","Med Phys","2022","2022/01/22","","","10.1002/mp.15466"
"35064564","Machine learning-generated decision boundaries for prediction and exploration of patient-specific quality assurance failures in stereotactic radiosurgery plans","Braun J, Quirk S, Tchistiakova E.","Med Phys. 2022 Mar;49(3):1955-1963. doi: 10.1002/mp.15454. Epub 2022 Feb 4.","Braun J","Med Phys","2022","2022/01/22","","","10.1002/mp.15454"
"35061250","Deep neural networks for magnetic resonance elastography acceleration in thermal-ablation monitoring","Shan X, Yang J, Xu P, Hu L, Ge H.","Med Phys. 2022 Mar;49(3):1803-1813. doi: 10.1002/mp.15471. Epub 2022 Feb 4.","Shan X","Med Phys","2022","2022/01/21","","","10.1002/mp.15471"
"35061247","Structure attention co-training neural network for neovascularization segmentation in intravascular optical coherence tomography","Wu X, Zhang Y, Zhang P, Hui H, Jing J, Tian F, Jiang J, Yang X, Chen Y, Tian J.","Med Phys. 2022 Mar;49(3):1723-1738. doi: 10.1002/mp.15477. Epub 2022 Jan 28.","Wu X","Med Phys","2022","2022/01/21","","","10.1002/mp.15477"
"35061244","Ensemble learning and tensor regularization for cone-beam computed tomography-based pelvic organ segmentation","Zhou H, Cao M, Min Y, Yoon S, Kishan A, Ruan D.","Med Phys. 2022 Mar;49(3):1660-1672. doi: 10.1002/mp.15475. Epub 2022 Feb 4.","Zhou H","Med Phys","2022","2022/01/21","","","10.1002/mp.15475"
"35060639","Head CT dose reduction with organ-based tube current modulation","Ota J, Yokota H, Kobayashi T, Ogata Y, Kubo T, Chida K, Masuda Y, Uno T.","Med Phys. 2022 Mar;49(3):1964-1971. doi: 10.1002/mp.15467. Epub 2022 Jan 27.","Ota J","Med Phys","2022","2022/01/21","","","10.1002/mp.15467"
"35050516","Feasibility of isodose-shaped scintillation detectors for the measurement of gamma knife output factors","Kim TH, Yang HJ, Jeong JY, Schaarschmidt T, Kim YK, Chung HT.","Med Phys. 2022 Mar;49(3):1944-1954. doi: 10.1002/mp.15469. Epub 2022 Jan 28.","Kim TH","Med Phys","2022","2022/01/20","","","10.1002/mp.15469"
"35049067","Physical and imaging performance of SIAT aPET under different energy windows and timing windows","Kuang Z, Wang X, Ren N, Wu S, Zeng T, Niu M, Cong L, Sang Z, Liu Z, Sun T, Hu Z, Liang D, Liu X, Zheng H, Yang Y.","Med Phys. 2022 Mar;49(3):1432-1444. doi: 10.1002/mp.15455. Epub 2022 Jan 27.","Kuang Z","Med Phys","2022","2022/01/20","","","10.1002/mp.15455"
"35048390","Unsupervised arterial spin labeling image superresolution via multiscale generative adversarial network","Cui J, Gong K, Han P, Liu H, Li Q.","Med Phys. 2022 Jan 19. doi: 10.1002/mp.15468. Online ahead of print.","Cui J","Med Phys","2022","2022/01/20","","","10.1002/mp.15468"
"35045186","Deformability of ascending thoracic aorta aneurysms assessed using ultrafast ultrasound and a principal strain estimator: In vitro evaluation and in vivo feasibility","Wang D, Chayer B, Destrempes F, Gesnik M, Tournoux F, Cloutier G.","Med Phys. 2022 Mar;49(3):1759-1775. doi: 10.1002/mp.15464. Epub 2022 Jan 28.","Wang D","Med Phys","2022","2022/01/19","","","10.1002/mp.15464"
"35043971","A hybrid optimization strategy for deliverable intensity-modulated radiotherapy plan generation using deep learning-based dose prediction","Sun Z, Xia X, Fan J, Zhao J, Zhang K, Wang J, Hu W.","Med Phys. 2022 Mar;49(3):1344-1356. doi: 10.1002/mp.15462. Epub 2022 Feb 9.","Sun Z","Med Phys","2022","2022/01/19","","","10.1002/mp.15462"
